Frequency,EarTag,Point,FixLocation,Easting,Northing,Azimuth,Date,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
149.555,,1,Knoll,-53.98013,48.34954,300,2019-06-12,5:22:00,52200,Morning 1,6,20 S,Light Rain,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,327,2019-06-12,5:40:00,54000,Morning 1,6,20 S,Light Rain,GR,BL
149.555,,3,Corner,-53.98381,48.35182,168,2019-06-12,5:23:00,52300,Morning 1,6,20 S,Light Rain,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,325,2019-06-13,5:19:00,51900,Morning 1,7,30 SW,Cloudy,GR,BL
149.555,,2,Rock,-53.98146,48.34948,336,2019-06-13,5:56:00,55600,Morning 1,7,30 SW,Cloudy,GR,BL
149.555,,3,Middle,-53.98392,48.35111,2.5,2019-06-13,5:41:00,54100,Morning 1,7,30 SW,Cloudy,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,303,2019-06-14,19:11:00,191100,Evening 2,10,20 SE,Some Clouds,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,347,2019-06-14,19:27:00,192700,Evening 2,10,20 SE,Some Clouds,GR,BL
149.555,,3,Middle,-53.98392,48.35111,114,2019-06-14,19:24:00,192400,Evening 2,10,20 SE,Some Clouds,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,299,2019-06-16,20:02:00,200200,Evening 2,11,10 S,Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,324,2019-06-16,20:13:00,201300,Evening 2,11,10 S,Cloudy,GR,BL
149.555,,3,Corner,-53.98381,48.35182,198,2019-06-16,20:01:00,200100,Evening 2,11,10 S,Cloudy,IR,BL
149.555,,1,Spruce,-53.98246,48.34985,336,2019-06-17,5:37:00,53700,Morning 1,7,5 VR,Cloudy,GR,BL
149.555,,2,Middle,-53.98392,48.35111,76.5,2019-06-17,5:35:00,53500,Morning 1,7,5 VR,Cloudy,IR,BL
149.555,,3,Squirrel,-53.9848,48.35209,138.5,2019-06-17,5:49:00,54900,Morning 1,7,5 VR,Cloudy,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,330.5,2019-06-18,5:31:00,53100,Morning 1,7,5 VR,Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,358,2019-06-18,5:48:00,54800,Morning 1,7,5 VR,Cloudy,GR,BL
149.555,,3,Rock,-53.98146,48.34948,349,2019-06-18,6:00:00,60000,Morning 1,7,5 VR,Cloudy,GR,BL
149.555,,1,Knoll,-53.98013,48.34954,294.5,2019-06-19,6:07:00,60700,Morning 2,6,10 W,Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,14,2019-06-19,6:22:00,62200,Morning 2,6,10 W,Cloudy,GR,BL
149.555,,3,Corner,-53.98381,48.35182,142,2019-06-19,6:04:00,60400,Morning 2,6,10 W,Cloudy,IR,BL
149.555,,1,Spruce,-53.98246,48.34985,335.5,2019-06-20,11:31:00,113100,Morning 2,14,10 W,Sunny,GR,BL
149.555,,2,Corner,-53.98381,48.35182,158.5,2019-06-20,11:16:00,111600,Morning 2,14,10 W,Sunny,IR,BL
149.555,,3,Squirrel,-53.9848,48.35209,128,2019-06-20,11:42:00,114200,Morning 2,14,10 W,Sunny,IR,BL
149.555,,1,Spruce,-53.98246,48.34985,343,2019-06-21,6:17:00,61700,Morning 2,9,5 VR,Cloudy,GR,BL
149.555,,2,Corner,-53.98381,48.35182,146.5,2019-06-21,5:58:00,55800,Morning 2,9,5 VR,Cloudy,IR,BL
149.555,,3,Middle,-53.98392,48.35111,92,2019-06-21,6:26:00,62600,Morning 2,9,5 VR,Cloudy,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,294,2019-06-24,20:35:00,203500,Evening 4,10,10 NW,Partly Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,343.5,2019-06-24,20:45:00,204500,Evening 4,10,10 NW,Partly Cloudy,GR,BL
149.555,,3,Squirrel,-53.9848,48.35209,136.5,2019-06-24,20:39:00,203900,Evening 4,10,10 NW,Partly Cloudy,IR,BL
149.555,,1,Knoll,-53.98013,48.34954,297,2019-06-25,19:01:00,190100,Evening 1,15,20 N,Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,318,2019-06-25,19:18:00,191800,Evening 1,15,20 N,Cloudy,GR,BL
149.555,,3,Flagging Tape,-53.98401,48.35032,64,2019-06-25,19:40:00,194000,Evening 1,15,20 N,Cloudy,GR,BL
149.555,,1,Knoll,-53.98013,48.34954,280,2019-06-26,18:53:00,185300,Evening 1,15,10 VR,Sunny,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,333,2019-06-26,19:10:00,191000,Evening 1,15,10 VR,Sunny,GR,BL
149.555,,3,Rock,-53.98146,48.34948,322,2019-06-26,19:18:00,191800,Evening 1,15,10 VR,Sunny,GR,BL
149.555,,1,Knoll,-53.98013,48.34954,289,2019-06-27,19:46:00,194600,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,27,2019-06-27,19:57:00,195700,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
149.555,,3,Rock,-53.98146,48.34948,341,2019-06-27,20:06:00,200600,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
149.555,,1,Middle,-53.98392,48.35111,178.5,2019-06-28,5:40:00,54000,Morning 1,5,3 NNW,Cloudy,IR,BL
149.555,,2,Knoll,-53.98013,48.34954,280,2019-06-28,5:22:00,52200,Morning 1,5,3 NNW,Cloudy,GR,BL
149.555,,3,Rock,-53.98146,48.34948,289,2019-06-28,5:46:00,54600,Morning 1,5,3 NNW,Cloudy,GR,BL
149.555,,1,Knoll,-53.98013,48.34954,280.5,2019-07-09,17:26:00,172600,Evening 1,19,15 NW,Partly Cloudy,GR,BL
149.555,,2,Spruce,-53.98246,48.34985,289,2019-07-09,17:35:00,173500,Evening 1,19,15 NW,Partly Cloudy,GR,BL
149.555,,3,Flagging Tape,-53.98401,48.35032,254,2019-07-09,17:55:00,175500,Evening 1,19,15 NW,Partly Cloudy,GR,BL
149.594,A0461,1,Corner,-53.98381,48.35182,81.5,2019-05-11,9:55:00,95500,Morning,1,5 VR,Very light snow,IR,BL
149.594,A0461,2,New point,-53.98391,48.35098,43,2019-05-11,11:52:00,115200,Morning,1,5 VR,Very light snow,IR,BL
149.594,A0461,3,Flagging Tape,-53.98401,48.35032,27,2019-05-11,12:08:00,120800,Morning,1,5 VR,Very light snow,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,3,2019-05-12,15:01:00,150100,Afternoon 1,5,11 NNW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,21.5,2019-05-12,15:17:00,151700,Afternoon 1,5,11 NNW,Cloudy,GR,BL
149.594,A0461,3,New point,-53.98393,48.35112,38,2019-05-12,15:33:00,153300,Afternoon 1,5,11 NNW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,333,2019-05-13,9:47:00,94700,Morning 2,6,16 NNW,Mixed clouds,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,18.5,2019-05-13,10:11:00,101100,Morning 2,6,16 NNW,Mixed clouds,GR,BL
149.594,A0461,3,Rock,-53.98146,48.34948,353,2019-05-13,10:28:00,102800,Morning 2,6,16 NNW,Mixed clouds,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,358,2019-05-14,14:24:00,142400,Afternoon 2,14,10 W,Sunny,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,20,2019-05-14,14:36:00,143600,Afternoon 2,14,10 W,Sunny,GR,BL
149.594,A0461,3,Flagging Tape,-53.98401,48.35032,35.5,2019-05-14,14:44:00,144400,Afternoon 2,14,10 W,Sunny,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,314.5,2019-05-15,9:18:00,91800,Morning 1,7,5 ESE,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,344,2019-05-15,9:41:00,94100,Morning 1,7,5 ESE,Cloudy,GR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,17,2019-05-15,9:34:00,93400,Morning 1,7,5 ESE,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,346,2019-05-16,10:06:00,100600,Morning 2,5,7 SSW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,2,2019-05-16,10:22:00,102200,Morning 2,5,7 SSW,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,21.5,2019-05-16,10:07:00,100700,Morning 2,5,7 SSW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,334.5,2019-05-17,9:19:00,91900,Morning 1,3,10 SW,Cloudy,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,21,2019-05-17,9:20:00,92000,Morning 1,3,10 SW,Cloudy,IR,BL
149.594,A0461,3,New point,-53.9848,48.35209,47.5,2019-05-17,9:46:00,94600,Morning 1,3,10 SW,Cloudy,IR,BL
149.594,A0461,1,New point,-53.9848,48.35209,48.5,2019-05-18,9:34:00,93400,Morning 2,4,4 SW,Cloudy,IR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,16.5,2019-05-18,9:22:00,92200,Morning 2,4,4 SW,Cloudy,GR,BL
149.594,A0461,3,Rock,-53.98146,48.34948,7.5,2019-05-18,9:28:00,92800,Morning 2,4,4 SW,Cloudy,GR,BL
149.594,A0461,1,Corner,-53.98381,48.35182,42,2019-05-19,17:08:00,170800,Afternoon 4,4,14 NW,Cloudy,IR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,11.5,2019-05-19,17:20:00,172000,Afternoon 4,4,14 NW,Cloudy,GR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,34.5,2019-05-19,17:23:00,172300,Afternoon 4,4,14 NW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,330,2019-05-20,6:13:00,61300,Morning 2,1,9 NW,Drizzling wet snow,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,38.5,2019-05-20,6:13:00,61300,Morning 2,1,9 NW,Drizzling wet snow,IR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,18,2019-05-20,6:28:00,62800,Morning 2,1,9 NW,Drizzling wet snow,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,6,2019-05-21,19:18:00,191800,Evening 2,4,5 ENE,Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,15,2019-05-21,19:40:00,194000,Evening 2,4,5 ENE,Cloudy,GR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,48.5,2019-05-21,19:29:00,192900,Evening 2,4,5 ENE,Cloudy,IR,BL
149.594,A0461,1,Corner,-53.98381,48.35182,41.5,2019-05-22,19:11:00,191100,Evening 2,1,17 NNW,Drizzling,IR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,355,2019-05-22,19:22:00,192200,Evening 2,1,17 NNW,Drizzling,GR,BL
149.594,A0461,3,Rock,-53.98146,48.34948,345.5,2019-05-22,19:36:00,193600,Evening 2,1,17 NNW,Drizzling,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,4.5,2019-05-23,10:00:00,100000,Morning 3,2,15 NNW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,23,2019-05-23,10:13:00,101300,Morning 3,2,15 NNW,Cloudy,GR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,42.5,2019-05-23,10:20:00,102000,Morning 3,2,15 NNW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,320,2019-05-24,19:43:00,194300,Evening 2,10,7 WNW,Sun & Clouds,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,344,2019-05-24,19:55:00,195500,Evening 2,10,7 WNW,Sun & Clouds,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,53,2019-05-24,19:43:00,194300,Evening 2,10,7 WNW,Sun & Clouds,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,6,2019-05-25,6:11:00,61100,Morning 2,1,5 WSW,Clear,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,50,2019-05-25,6:12:00,61200,Morning 2,1,5 WSW,Clear,IR,BL
149.594,A0461,3,Squirrel,-53.9848,48.35209,58.5,2019-05-25,6:35:00,63500,Morning 2,1,5 WSW,Clear,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,336,2019-05-26,16:55:00,165500,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,2,2019-05-26,17:03:00,170300,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,3,Spruce,-53.98246,48.34985,21,2019-05-26,17:10:00,171000,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,341,2019-05-27,17:39:00,173900,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,2,Middle,-53.98392,48.35111,29,2019-05-27,18:05:00,180500,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,48,2019-05-27,18:22:00,182200,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,322.5,2019-05-28,10:49:00,104900,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,348,2019-05-28,10:58:00,105800,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,3,Flagging Tape,-53.98401,48.35032,33,2019-05-28,11:08:00,110800,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,358,2019-06-11,6:39:00,63900,Morning 2,6,20 NW,Some Clouds,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,17,2019-06-11,6:51:00,65100,Morning 2,6,20 NW,Some Clouds,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,48.5,2019-06-11,6:39:00,63900,Morning 2,6,20 NW,Some Clouds,IR,BL
149.594,A0461,1,Spruce,-53.98246,48.34985,11,2019-06-12,5:33:00,53300,Morning 1,6,20 S,Light Rain,GR,BL
149.594,A0461,2,Middle,-53.98392,48.35111,39.5,2019-06-12,5:47:00,54700,Morning 1,6,20 S,Light Rain,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,48,2019-06-12,5:28:00,52800,Morning 1,6,20 S,Light Rain,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,340.5,2019-06-13,5:28:00,52800,Morning 1,7,30 SW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,10,2019-06-13,5:37:00,53700,Morning 1,7,30 SW,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,48,2019-06-13,5:34:00,53400,Morning 1,7,30 SW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,321,2019-06-14,20:19:00,201900,Evening 4,8,20 SE,Some Clouds,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,353,2019-06-14,20:23:00,202300,Evening 4,8,20 SE,Some Clouds,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,46,2019-06-14,20:19:00,201900,Evening 4,8,20 SE,Some Clouds,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,336,2019-06-16,19:19:00,191900,Evening 1,11,10 S,Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,354,2019-06-16,19:46:00,194600,Evening 1,11,10 S,Cloudy,GR,BL
149.594,A0461,3,Middle,-53.98392,48.35111,37.5,2019-06-16,19:37:00,193700,Evening 1,11,10 S,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,358,2019-06-17,5:26:00,52600,Morning 1,7,5 VR,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,22.5,2019-06-17,5:47:00,54700,Morning 1,7,5 VR,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,46,2019-06-17,5:27:00,52700,Morning 1,7,5 VR,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,336.5,2019-06-18,19:56:00,195600,Evening 2,10,20 NW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,3,2019-06-18,20:08:00,200800,Evening 2,10,20 NW,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,44.5,2019-06-18,19:56:00,195600,Evening 2,10,20 NW,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,345.5,2019-06-19,6:42:00,64200,Morning 3,7,20 NW,Cloudy,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,35,2019-06-19,6:41:00,64100,Morning 3,7,20 NW,Cloudy,IR,BL
149.594,A0461,3,Squirrel,-53.9848,48.35209,48,2019-06-19,6:52:00,65200,Morning 3,7,20 NW,Cloudy,IR,BL
149.594,A0461,1,Spruce,-53.98246,48.34985,38,2019-06-20,10:53:00,105300,Morning 1,11,10 W,Sunny,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,31,2019-06-20,10:58:00,105800,Morning 1,11,10 W,Sunny,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,65,2019-06-20,10:29:00,102900,Morning 1,11,10 W,Sunny,IR,BL
149.594,A0461,1,Spruce,-53.98246,48.34985,354,2019-06-21,5:36:00,53600,Morning 1,10,10 SE,Cloudy,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,7,2019-06-21,5:31:00,53100,Morning 1,10,10 SE,Cloudy,IR,BL
149.594,A0461,3,Squirrel,-53.9848,48.35209,16.5,2019-06-21,5:42:00,54200,Morning 1,10,10 SE,Cloudy,IR,BL
149.594,A0461,1,Spruce,-53.98246,48.34985,5.5,2019-06-24,19:34:00,193400,Evening 2,11,20 SW,Partly Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,351.5,2019-06-24,19:41:00,194100,Evening 2,11,20 SW,Partly Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,33.5,2019-06-24,19:42:00,194200,Evening 2,11,20 SW,Partly Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,4,2019-06-25,19:57:00,195700,Evening 2,14,15 VR,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,17,2019-06-25,20:00:00,200000,Evening 2,14,15 VR,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,31,2019-06-25,19:58:00,195800,Evening 2,14,15 VR,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,359,2019-06-26,5:15:00,51500,Morning 1,8,10 VR,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,21,2019-06-26,5:30:00,53000,Morning 1,8,10 VR,Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,50.5,2019-06-26,5:21:00,52100,Morning 1,8,10 VR,Cloudy,IR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,339,2019-06-27,5:52:00,55200,Morning 2,9,10 VR,Partly Cloudy,GR,BL
149.594,A0461,2,Corner,-53.98381,48.35182,14.5,2019-06-27,5:54:00,55400,Morning 2,9,10 VR,Partly Cloudy,IR,BL
149.594,A0461,3,Squirrel,-53.9848,48.35209,41,2019-06-27,6:01:00,60100,Morning 2,9,10 VR,Partly Cloudy,IR,BL
149.594,A0461,1,Corner,-53.98381,48.35182,49,2019-06-28,6:33:00,63300,Morning 3,5,2 NE,Clear,IR,BL
149.594,A0461,2,Knoll,-53.98013,48.34954,339,2019-06-28,6:35:00,63500,Morning 3,5,2 NE,Clear,GR,BL
149.594,A0461,3,Spruce,-53.98246,48.34985,9,2019-06-28,6:43:00,64300,Morning 3,5,2 NE,Clear,GR,BL
149.594,A0461,1,Spruce,-53.98246,48.34985,43,2019-07-09,18:14:00,181400,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,4,2019-07-09,18:22:00,182200,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,3,Flagging Tape,-53.98401,48.35032,71,2019-07-09,18:28:00,182800,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,4.5,2019-07-13,19:07:00,190700,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,2,Spruce,-53.98246,48.34985,48,2019-07-13,19:10:00,191000,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,3,Rock,-53.98146,48.34948,30,2019-07-13,19:26:00,192600,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,1,Knoll,-53.98013,48.34954,358,2019-07-22,19:12:00,191200,Evening 2,19,13 NW,Partly Cloudy,GR,BL
149.594,A0461,2,Rock,-53.98146,48.34948,13,2019-07-22,19:32:00,193200,Evening 2,19,13 NW,Partly Cloudy,GR,BL
149.594,A0461,3,Corner,-53.98381,48.35182,56,2019-07-22,19:14:00,191400,Evening 2,19,13 NW,Partly Cloudy,IR,BL
149.694,,1,Knoll,-53.98013,48.34954,319,2019-06-11,6:32:00,63200,Morning 2,6,20 NW,Some Clouds,GR,BL
149.694,,2,Corner,-53.98381,48.35182,355.5,2019-06-11,6:32:00,63200,Morning 2,6,20 NW,Some Clouds,IR,BL
149.694,,3,Squirrel,-53.9848,48.35209,27,2019-06-11,6:49:00,64900,Morning 2,6,20 NW,Some Clouds,IR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,266,2019-06-11,5:30:00,53000,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,2,Flagging Tape,-53.98401,48.35032,240,2019-06-11,6:00:00,60000,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,3,Middle,-53.98392,48.35111,230.5,2019-06-11,6:18:00,61800,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,1,Corner,-53.98381,48.35182,245.5,2019-06-12,7:04:00,70400,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,2,Top,-53.98657,48.35251,208,2019-06-12,7:17:00,71700,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,3,Squirrel,-53.9848,48.35209,230.5,2019-06-12,7:26:00,72600,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,176,2019-06-13,19:42:00,194200,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,144,2019-06-13,19:14:00,191400,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,3,Rock,-53.98146,48.34948,152,2019-06-13,19:35:00,193500,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,220,2019-06-14,19:47:00,194700,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,160,2019-06-14,19:57:00,195700,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,3,Flagging Tape,-53.98401,48.35032,149,2019-06-14,20:42:00,204200,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,1,Spruce,-53.98246,48.34985,249,2019-06-16,14:18:00,141800,Afternoon 2,14,15 SE,Some Clouds,GR,BL
150.032,A2067,2,Rock,-53.98146,48.34948,254.5,2019-06-16,14:30:00,143000,Afternoon 2,14,15 SE,Some Clouds,GR,BL
150.032,A2067,3,Middle,-53.98392,48.35111,236,2019-06-16,14:19:00,141900,Afternoon 2,14,15 SE,Some Clouds,IR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,250,2019-06-17,5:30:00,53000,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,238,2019-06-17,5:44:00,54400,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,3,Corner,-53.98381,48.35182,199.5,2019-06-17,5:30:00,53000,Morning 1,7,5 VR,Cloudy,IR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,249,2019-06-18,5:25:00,52500,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,229,2019-06-18,5:43:00,54300,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,3,Flagging Tape,-53.98401,48.35032,209,2019-06-18,6:07:00,60700,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,149,2019-06-19,7:02:00,70200,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,123,2019-06-19,7:25:00,72500,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,3,Rock,-53.98146,48.34948,124.5,2019-06-19,7:29:00,72900,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,328,2019-06-20,20:07:00,200700,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,91,2019-06-20,20:11:00,201100,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,3,Rock,-53.98146,48.34948,71,2019-06-20,20:28:00,202800,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,264,2019-06-21,5:59:00,55900,Morning 2,9,5 VR,Cloudy,GR,BL
150.032,A2067,2,Rock,-53.98146,48.34948,265,2019-06-21,6:25:00,62500,Morning 2,9,5 VR,Cloudy,GR,BL
150.032,A2067,3,Flagging Tape,-53.98401,48.35032,213,2019-06-21,6:34:00,63400,Morning 2,9,5 VR,Cloudy,IR,BL
150.032,A2067,1,Rock,-53.98146,48.34948,264,2019-06-25,19:48:00,194800,Evening 1,15,20 N,Cloudy,GR,BL
150.032,A2067,2,Middle,-53.98392,48.35111,239.5,2019-06-25,19:42:00,194200,Evening 1,15,20 N,Cloudy,IR,BL
150.032,A2067,3,Squirrel,-53.9848,48.35209,221.5,2019-06-25,19:48:00,194800,Evening 1,15,20 N,Cloudy,IR,BL
150.032,A2067,1,Spruce,-53.98246,48.34985,226,2019-06-26,19:03:00,190300,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,2,Rock,-53.98146,48.34948,247,2019-06-26,19:26:00,192600,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,3,Flagging Tape,-53.98401,48.35032,195,2019-06-26,19:34:00,193400,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,240,2019-06-27,19:48:00,194800,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,2,Spruce,-53.98246,48.34985,210.5,2019-06-27,19:55:00,195500,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,3,Rock,-53.98146,48.34948,232.5,2019-06-27,20:07:00,200700,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,1,Spruce,-53.98246,48.34985,243,2019-06-28,6:09:00,60900,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,2,Rock,-53.98146,48.34948,256,2019-06-28,6:15:00,61500,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,3,Flagging Tape,-53.98401,48.35032,224,2019-06-28,6:24:00,62400,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,1,Knoll,-53.98013,48.34954,232,2019-07-13,18:39:00,183900,Evening 2,18,14 SSW,Cloudy,GR,BL
150.032,A2067,2,Rock,-53.98146,48.34948,183,2019-07-13,18:51:00,185100,Evening 2,18,14 SSW,Cloudy,GR,BL
150.032,A2067,3,Spruce,-53.98246,48.34985,131,2019-07-13,18:47:00,184700,Evening 2,18,14 SSW,Cloudy,GR,BL
