ID,Herbivore,Herbivore Scientific Name,Plant Species,Plant Scientific Name,Plant group,N,P,C,StoichUnits,Protein,Carbohydrate,UnspFiber,NDF,ADF,Cellulose,Hemicellulose,Lignin,ADL,Fat,Ash,MnUnits,Terpenoids,TerpUnits,Tannins,TannUnits,Phenolics,PhenUnits,Resins,ResUnits,Monterpenes,MoneTerpUnits,SourceInPaper,Notes,Ref
16,Snowshoe hare,Lepus americanus,Norway spruce,Picea abies,Coniferous,,0.200,,% dry matter,10.200,,,45.800,34.300,15.800,11.600,,15.600,,,% dry matter,,,,,13.800,% dry matter,,% dry matter,,,"Table2,Table4",Protein as N*6.25; experiment 1 (Table 2),"Rangen, S. A., A. W. L. Hawley, and R. J. Hudson. 1994. Relationship of snowshoe hare feeding preferences to nutrient and tannin content of four conifers. Canadian Journal of Forest Research 24:240–245."
16,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,,0.200,,% dry matter,12.100,,,43.700,32.700,14.100,11.000,,15.600,,,% dry matter,,,,,17.500,% dry matter,,% dry matter,,,"Table2,Table4",Protein as N*6.25; experiment 1 (Table 2),"Rangen, S. A., A. W. L. Hawley, and R. J. Hudson. 1994. Relationship of snowshoe hare feeding preferences to nutrient and tannin content of four conifers. Canadian Journal of Forest Research 24:240–245."
16,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,,0.160,,% dry matter,9.500,,,44.200,32.400,15.200,11.800,,16.300,,,% dry matter,,,,,13.800,% dry matter,,% dry matter,,,"Table2,Table4",Protein as N*6.25; experiment 2 (Table 4),"Rangen, S. A., A. W. L. Hawley, and R. J. Hudson. 1994. Relationship of snowshoe hare feeding preferences to nutrient and tannin content of four conifers. Canadian Journal of Forest Research 24:240–245."
16,Snowshoe hare,Lepus americanus,Black spruce,Picea mariana,Coniferous,,0.180,,% dry matter,11.400,,,43.700,32.400,14.000,11.300,,17.400,,,% dry matter,,,,,10.300,% dry matter,,% dry matter,,,"Table2,Table4",Protein as N*6.25; experiment 2 (Table 4),"Rangen, S. A., A. W. L. Hawley, and R. J. Hudson. 1994. Relationship of snowshoe hare feeding preferences to nutrient and tannin content of four conifers. Canadian Journal of Forest Research 24:240–245."
19,Snowshoe hare,Lepus americanus,Alaska paper birch,Betula resinifera,Broad-leaved,1.220,0.156,,% dry mass,,8.600,,,,33.900,13.700,13.000,,,,% dry mass,,,11.740,% dry mass,3.370,% dry mass,,% dry mass,,,Table3,"provides a second fraction of tannins, Vanillin = 2.72; mature stem","Reichardt, P. B., J. P. Bryant, T. P. Clausen, and G. D. Wieland. 1984. Defense of winter-dormant Alaska paper birch against snowshoe hares. Oecologia 65:58–69."
19,Snowshoe hare,Lepus americanus,Alaska paper birch,Betula resinifera,Broad-leaved,1.910,0.216,,% dry mass,,12.600,,,,13.600,3.200,7.100,,,,% dry mass,,,12.050,% dry mass,7.410,% dry mass,,% dry mass,,,Table3,"provides a second fraction of tannins, Vanillin = 3.38; mature bud","Reichardt, P. B., J. P. Bryant, T. P. Clausen, and G. D. Wieland. 1984. Defense of winter-dormant Alaska paper birch against snowshoe hares. Oecologia 65:58–69."
19,Snowshoe hare,Lepus americanus,Alaska paper birch,Betula resinifera,Broad-leaved,1.850,0.198,,% dry mass,,15.100,,,,25.100,3.600,7.900,,,,% dry mass,,,15.690,% dry mass,8.060,% dry mass,,% dry mass,,,Table3,"provides a second fraction of tannins, Vanillin = 4.05; mature catkin","Reichardt, P. B., J. P. Bryant, T. P. Clausen, and G. D. Wieland. 1984. Defense of winter-dormant Alaska paper birch against snowshoe hares. Oecologia 65:58–69."
19,Snowshoe hare,Lepus americanus,Alaska paper birch,Betula resinifera,Broad-leaved,1.300,0.154,,% dry mass,,8.100,,,,36.600,13.900,18.200,,,,% dry mass,,,6.840,% dry mass,3.390,% dry mass,,% dry mass,,,Table3,"provides a second fraction of tannins, Vanillin = 1.8; juvenile stem","Reichardt, P. B., J. P. Bryant, T. P. Clausen, and G. D. Wieland. 1984. Defense of winter-dormant Alaska paper birch against snowshoe hares. Oecologia 65:58–69."
19,Snowshoe hare,Lepus americanus,Alaska paper birch,Betula resinifera,Broad-leaved,1.970,0.229,,% dry mass,,16.100,,,,10.900,2.800,6.000,,,,% dry mass,,,12.160,% dry mass,5.030,% dry mass,,% dry mass,,,Table3,"provides a second fraction of tannins, Vanillin = 3.16; juvenile bud","Reichardt, P. B., J. P. Bryant, T. P. Clausen, and G. D. Wieland. 1984. Defense of winter-dormant Alaska paper birch against snowshoe hares. Oecologia 65:58–69."
21,Snowshoe hare,Lepus americanus,Quaking aspen,Populus tremuloides,Broad-leaved,,,,,5.700,,,,,,,,,,,% dry weight,,,,,70.400,absorbance/g dry weight,14.100,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,,,,,4.600,,,,,,,,,,,% dry weight,,,,,69.700,absorbance/g dry weight,12.800,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,,,,,4.800,,,,,,,,,,,% dry weight,,,,,71.000,absorbance/g dry weight,15.400,% dry weight,,,Table2,juvenile; Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,American dwarf birch,Betula glandulosa,Broad-leaved,,,,,6.100,,,,,,,,,,,% dry weight,,,,,51.400,absorbance/g dry weight,13.500,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Gray willow,Salix glauca,Broad-leaved,,,,,4.800,,,,,,,,,,,% dry weight,,,,,65.400,absorbance/g dry weight,7.000,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Balsam poplar,Populus balsamifera,Broad-leaved,,,,,4.900,,,,,,,,,,,% dry weight,,,,,94.900,absorbance/g dry weight,15.100,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Balsam poplar,Populus balsamifera,Broad-leaved,,,,,,,,,,,,,,,,% dry weight,,,,,,,50.400,% dry weight,,,Table8,buds; Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Feltleaf willow,Salix alaxensis,Broad-leaved,,,,,4.800,,,,,,,,,,,% dry weight,,,,,63.400,absorbance/g dry weight,5.600,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Canada buffaloberry,Shepherdia canadensis,,,,,,8.600,,,,,,,,,,,% dry weight,,,,,116.700,absorbance/g dry weight,2.600,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Planeleaf willow,Salix planifolia,Broad-leaved,,,,,5.500,,,,,,,,,,,% dry weight,,,,,53.100,absorbance/g dry weight,7.400,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
21,Snowshoe hare,Lepus americanus,Silverberry,Eleagnus commutata,,,,,,9.600,,,,,,,,,,,% dry weight,,,,,30.800,absorbance/g dry weight,2.400,% dry weight,,,Table2,Protein as N*6.25,"Sinclair, A. R. E., and J. N. M. Smith. 1984. Do plant secondary compounds determine feeding preferences of snowshoe hares? Oecologia 61:403–410."
23,Mountain hare,Lepus timidus,Aspen,Populus tremula,Broad-leaved,11.320,0.970,,"mg/g, dry weight",,,,,,,,,,,,,,,,,37.280,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Goat willow,Salix caprea,Broad-leaved,11.540,1.250,,"mg/g, dry weight",,,,,,,,,,,,,,,,,93.451,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Goat willow,Salix caprea,Broad-leaved,15.110,1.500,,"mg/g, dry weight",,,,,,,,,,,,,,,,,100.000,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Tea-leaved willow,Salix phylicifolia,Broad-leaved,14.490,0.940,,"mg/g, dry weight",,,,,,,,,,,,,,,,,77.834,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Tea-leaved willow,Salix phylicifolia,Broad-leaved,13.960,1.090,,"mg/g, dry weight",,,,,,,,,,,,,,,,,94.710,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Bay willow,Salix pentandra,Broad-leaved,19.080,1.420,,"mg/g, dry weight",,,,,,,,,,,,,,,,,38.791,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Bay willow,Salix pentandra,Broad-leaved,20.030,1.810,,"mg/g, dry weight",,,,,,,,,,,,,,,,,61.965,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Dark-leaved willow,Salix nigricans,Broad-leaved,11.880,1.080,,"mg/g, dry weight",,,,,,,,,,,,,,,,,77.582,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Dark-leaved willow,Salix nigricans,Broad-leaved,13.500,0.980,,"mg/g, dry weight",,,,,,,,,,,,,,,,,75.567,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Downy willow,Salix lapponum,Broad-leaved,12.770,0.910,,"mg/g, dry weight",,,,,,,,,,,,,,,,,102.519,mg/g dry weight,,,,,"Table1, Figure2",mature,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,Basket willow,Salix viminalis,Broad-leaved,15.360,2.100,,"mg/g, dry weight",,,,,,,,,,,,,,,,,57.683,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
23,Mountain hare,Lepus timidus,,Salix cv. aquatica,Broad-leaved,13.740,1.490,,"mg/g, dry weight",,,,,,,,,,,,,,,,,74.811,mg/g dry weight,,,,,"Table1, Figure2",juvenile,"Tahvanainen, J., E. Helle, R. Julkunen-Tiitto, and A. Lavola. 1985. Oecologia as deterrents against feeding by mountain hare. Oecologia 65:319–323."
25,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,2.690,,,% dry weight,,,,,,,,,,,,,0.702,mg/g,,,,,,,,,Table1,"camphor in nursery-grown seedlings, also reports Bornyl acetate = 2.175 (mg/g)","Rodgers, A. R., D. Williams, A. R. E. Sinclair, T. P. Sullivan, and R. J. Andersen. 1993. Does nursery production reduce antiherbivore defences of white spruce? Evidence from feeding experiments with snowshoe hares. Canadian Journal of Forest Research 23:2358–2361."
25,Snowshoe hare,Lepus americanus,White spruce,Picea glauca,Coniferous,1.000,,,% dry weight,,,,,,,,,,,,,2.348,mg/g,,,,,,,,,Table 1,"camphor in regenerated seedlings, also reports Bornyl acetate = 1.356 (mg/g)","Rodgers, A. R., D. Williams, A. R. E. Sinclair, T. P. Sullivan, and R. J. Andersen. 1993. Does nursery production reduce antiherbivore defences of white spruce? Evidence from feeding experiments with snowshoe hares. Canadian Journal of Forest Research 23:2358–2361."
26,Snowshoe hare,Lepus americanus,Feltleaf willow,Salix alaxensis,Broad-leaved,1.180,0.121,,% dry mass,,7.400,,,,26.100,18.100,15.600,,6.600,,% dry mass,,,24.300,% TAE,6.980,% TAE,,,,,Table5,1 year-old shoot; also reports Vanillin = 2.52 and Astringent substances = 12.75,"Bryant, J. P., G. D. Wieland, T. Clausen, and P. Kuropat. 1985. Interactions of snowshoe hare and feltleaf willow in Alaska. Ecology 66:1564–1573."
26,Snowshoe hare,Lepus americanus,Feltleaf willow,Salix alaxensis,Broad-leaved,1.090,0.121,,% dry mass,,7.300,,,,26.300,17.200,15.400,,6.400,,% dry mass,,,25.500,% TAE,7.100,% TAE,,,,,Table5,2 year-old shoot; also reports Vanillin = 2.52 and Astringent substances = 12.51,"Bryant, J. P., G. D. Wieland, T. Clausen, and P. Kuropat. 1985. Interactions of snowshoe hare and feltleaf willow in Alaska. Ecology 66:1564–1573."
26,Snowshoe hare,Lepus americanus,Feltleaf willow,Salix alaxensis,Broad-leaved,1.050,0.106,,% dry mass,,7.000,,,,25.100,17.100,11.300,,6.300,,% dry mass,,,23.090,% TAE,4.990,% TAE,,,,,Table5,3 year-old shoot; also reports Vanillin = 2.36 and Astringent substances = 12.64,"Bryant, J. P., G. D. Wieland, T. Clausen, and P. Kuropat. 1985. Interactions of snowshoe hare and feltleaf willow in Alaska. Ecology 66:1564–1573."
26,Snowshoe hare,Lepus americanus,Feltleaf willow,Salix alaxensis,Broad-leaved,0.910,0.079,,% dry mass,,6.800,,,,25.600,16.500,10.600,,6.200,,% dry mass,,,22.470,% TAE,5.750,% TAE,,,,,Table5,4 year-old shoot; also reports Vanillin = 2.46 and Astringent substances = 12.68,"Bryant, J. P., G. D. Wieland, T. Clausen, and P. Kuropat. 1985. Interactions of snowshoe hare and feltleaf willow in Alaska. Ecology 66:1564–1573."
29,Sika deer,Cervus nippon,,Sasa nipponica,,,,,,18.390,,,,,31.636,38.642,8.441,,,,% dry weight,,,,,,,,,,,Figure3,leaf of dward bamboos,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,,Sasamorpha borealis,,,,,,14.832,,,,,36.905,35.321,11.521,,,,% dry weight,,,,,,,,,,,Figure3,leaf of dward bamboos,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Ezo spruce,Picea jezoensis var. hondoensis,Coniferous,,,,,3.708,,,,,27.839,,42.731,,,,% dry weight,,,,,,,,,,,Figure3,bark of coniferous trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Nikko fir,Abies homolepis,Coniferous,,,,,3.933,,,,,31.193,6.038,36.223,,,,% dry weight,,,,,,,,,,,Figure3,bark of coniferous trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Hinoki cypress,Chamaecyparis obtusa,Coniferous,,,,,3.970,,,,,35.899,,39.715,,,,% dry weight,,,,,,,,,,,Figure3,bark of coniferous trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Japanese beech,Fagus crenata,Broad-leaved,,,,,5.243,,,,,26.833,10.264,34.122,,,,% dry weight,,,,,,,,,,,Figure3,bark of broadleaf trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Japanese ash,Fraxinus lanuginosa f. serrata,Broad-leaved,,,,,4.232,,,,,32.215,11.396,15.552,,,,% dry weight,,,,,,,,,,,Figure3,bark of broadleaf trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,,Symplocos coreana,,,,,,4.831,,,,,22.387,7.396,22.653,,,,% dry weight,,,,,,,,,,,Figure3,bark of broadleaf trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Shirasawa's maple,Acer shirasawanum,Broad-leaved,,,,,5.506,,,,,20.671,8.226,33.670,,,,% dry weight,,,,,,,,,,,Figure3,bark of broadleaf trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
29,Sika deer,Cervus nippon,Japanese clethra,Clethra barbinervis,,,,,,4.682,,,,,23.687,1.660,42.111,,,,% dry weight,,,,,,,,,,,Figure3,bark of broadleaf trees,"Ando, M., H. O. Yokota, and E. Shibata. 2003. Bark stripping preference of sika deer, Cervus nippon, in terms of bark chemical contents. Forest Ecology and Management 177:323–331."
31,Roe deer,Capreolus capreolus,Field maple,Acer campestre,Broad-leaved,148.263,,,g/kg,,,204.322,,,,,,,16.748,,g/kg,,,,,,,,,,,Figure4,summer data,"Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
31,Roe deer,Capreolus capreolus,Oak,Quercus spp.,Broad-leaved,158.205,,,g/kg,,,258.586,,,,,,,20.554,,g/kg,,,,,,,,,,,Figure4,"summer data; could be more than one species, not specified in the paper","Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
31,Roe deer,Capreolus capreolus,Ash,Fraxinus spp.,Broad-leaved,151.105,,,g/kg,,,157.733,,,,,,,13.112,,g/kg,,,,,,,,,,,Figure4,"summer data; could be more than one species, not specified in the paper","Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
31,Roe deer,Capreolus capreolus,Field maple,Acer campestre,Broad-leaved,75.110,,,g/kg,,,407.136,,,,,,,18.765,,g/kg,,,,,,,,,,,Figure4,winter data,"Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
31,Roe deer,Capreolus capreolus,Oak,Quercus spp.,Broad-leaved,95.280,,,g/kg,,,218.501,,,,,,,13.366,,g/kg,,,,,,,,,,,Figure4,"winter data; could be more than one species, not specified in the paper","Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
31,Roe deer,Capreolus capreolus,Ash,Fraxinus spp.,Broad-leaved,81.190,,,g/kg,,,125.318,,,,,,,7.459,,g/kg,,,,,,,,,,,Figure4,"winter data; could be more than one species, not specified in the paper","Barančeková, M., J. Krojerová-Prokešová, and M. Homolka. 2007. Impact of deer browsing on natural and artificial regeneration in floodplain forest. Folia Zoologica 56:354–364."
33,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,0.799,0.112,,% dry mass,,,,53.721,40.572,27.806,13.201,12.815,,,,% dry mass,,,,,,,,,,,"Figure3, Figure4",low productivity phenotype,"Danell, K., P. Niemela, T. Varvikko, and T. Vuorisalo. 1991. Moose browsing on Scots pine along a gradient of plant productivity. Ecology 72:1624–1633."
33,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,0.977,0.148,,% dry mass,,,,54.995,40.826,27.982,14.204,12.602,,,,% dry mass,,,,,,,,,,,"Figure3, Figure5",medium productivity with overstory phenotype,"Danell, K., P. Niemela, T. Varvikko, and T. Vuorisalo. 1991. Moose browsing on Scots pine along a gradient of plant productivity. Ecology 72:1624–1633."
33,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,0.980,0.166,,% dry mass,,,,54.078,40.219,27.002,13.828,12.731,,,,% dry mass,,,,,,,,,,,"Figure3, Figure6",medium productivity without overstory phenotype,"Danell, K., P. Niemela, T. Varvikko, and T. Vuorisalo. 1991. Moose browsing on Scots pine along a gradient of plant productivity. Ecology 72:1624–1633."
33,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,1.080,0.202,,% dry mass,,,,52.821,39.243,28.647,13.728,10.782,,,,% dry mass,,,,,,,,,,,"Figure3, Figure7",high productivity,"Danell, K., P. Niemela, T. Varvikko, and T. Vuorisalo. 1991. Moose browsing on Scots pine along a gradient of plant productivity. Ecology 72:1624–1633."
35,White-tailed deer,Odocoileus virginianus,Balsam fir,Abies balsamea,Coniferous,,,,,9.100,,,31.400,26.500,,,,30.200,,2.800,% dry matter,,,,,12.000,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Striped male,Acer pensylvanicum,Broad-leaved,,,,,7.500,,,43.200,38.000,,,,28.700,,4.100,% dry matter,,,,,9.800,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Red maple,Acer rubrum,Broad-leaved,,,,,6.500,,,61.200,51.500,,,,36.300,,2.800,% dry matter,,,,,10.700,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Sugar maple,Acer saccharum,Broad-leaved,,,,,8.300,,,58.200,51.200,,,,36.600,,4.200,% dry matter,,,,,4.600,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Mountain maple,Acer spicatum,Broad-leaved,,,,,7.500,,,54.600,44.000,,,,32.100,,4.800,% dry matter,,,,,7.900,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Grey alder,Alnus rugosa,Broad-leaved,,,,,11.000,,,55.600,43.500,,,,40.500,,3.000,% dry matter,,,,,12.400,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Swamp birch,Betula alleghaniensis,Broad-leaved,,,,,8.200,,,66.700,53.700,,,,40.300,,2.500,% dry matter,,,,,3.000,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Paper birch,Betula papyrifera,Broad-leaved,,,,,9.400,,,60.200,48.900,,,,36.800,,2.500,% dry matter,,,,,6.400,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Red osier dogwood,Cornus stolonifera,,,,,,6.700,,,41.000,32.500,,,,26.100,,3.400,% dry matter,,,,,14.200,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Beaked hazelnut,Corylus cornuta,Broad-leaved,,,,,8.200,,,58.000,48.200,,,,35.700,,4.700,% dry matter,,,,,9.000,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,American beech,Fagus grandifolia,Broad-leaved,,,,,7.700,,,68.700,53.700,,,,38.600,,3.000,% dry matter,,,,,2.500,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Black ash,Fraxinus nigra,Broad-leaved,,,,,5.700,,,60.000,43.300,,,,27.300,,2.700,% dry matter,,,,,5.700,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,White spruce,Picea glauca,Coniferous,,,,,9.400,,,40.900,32.300,,,,29.400,,4.200,% dry matter,,,,,11.300,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
