Frequency,EarTag,Date,Point,FixLocation,Easting,Northing,Azimuth,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
149.594,A0461,2019-05-20,3,Middle,-53.98392,48.35111,18,06:28:00,62800,Morning 2,1,9 NW,Drizzling wet snow,IR,BL
149.594,A0461,2019-05-21,1,Knoll,-53.98013,48.34954,6,19:18:00,191800,Evening 2,4,5 ENE,Cloudy,GR,BL
149.594,A0461,2019-05-21,2,Rock,-53.98146,48.34948,15,19:40:00,194000,Evening 2,4,5 ENE,Cloudy,GR,BL
149.594,A0461,2019-05-21,3,Middle,-53.98392,48.35111,48.5,19:29:00,192900,Evening 2,4,5 ENE,Cloudy,IR,BL
149.594,A0461,2019-05-22,1,Corner,-53.98381,48.35182,41.5,19:11:00,191100,Evening 2,1,17 NNW,Drizzling,IR,BL
149.594,A0461,2019-05-22,2,Spruce,-53.98246,48.34985,355,19:22:00,192200,Evening 2,1,17 NNW,Drizzling,GR,BL
149.594,A0461,2019-05-22,3,Rock,-53.98146,48.34948,345.5,19:36:00,193600,Evening 2,1,17 NNW,Drizzling,GR,BL
149.594,A0461,2019-05-23,1,Knoll,-53.98013,48.34954,4.5,10:00:00,100000,Morning 3,2,15 NNW,Cloudy,GR,BL
149.594,A0461,2019-05-23,2,Spruce,-53.98246,48.34985,23,10:13:00,101300,Morning 3,2,15 NNW,Cloudy,GR,BL
149.594,A0461,2019-05-23,3,Middle,-53.98392,48.35111,42.5,10:20:00,102000,Morning 3,2,15 NNW,Cloudy,IR,BL
149.594,A0461,2019-05-24,1,Knoll,-53.98013,48.34954,320,19:43:00,194300,Evening 2,10,7 WNW,Sun & Clouds,GR,BL
149.594,A0461,2019-05-24,2,Spruce,-53.98246,48.34985,344,19:55:00,195500,Evening 2,10,7 WNW,Sun & Clouds,GR,BL
149.594,A0461,2019-05-24,3,Corner,-53.98381,48.35182,53,19:43:00,194300,Evening 2,10,7 WNW,Sun & Clouds,IR,BL
149.594,A0461,2019-05-25,1,Knoll,-53.98013,48.34954,6,06:11:00,61100,Morning 2,1,5 WSW,Clear,GR,BL
149.594,A0461,2019-05-25,2,Corner,-53.98381,48.35182,50,06:12:00,61200,Morning 2,1,5 WSW,Clear,IR,BL
149.594,A0461,2019-05-25,3,Squirrel,-53.9848,48.35209,58.5,06:35:00,63500,Morning 2,1,5 WSW,Clear,IR,BL
149.594,A0461,2019-05-26,1,Knoll,-53.98013,48.34954,336,16:55:00,165500,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,2019-05-26,2,Rock,-53.98146,48.34948,2,17:03:00,170300,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,2019-05-26,3,Spruce,-53.98246,48.34985,21,17:10:00,171000,Afternoon 3,13,8 ENE,Sunny,GR,BL
149.594,A0461,2019-05-27,1,Knoll,-53.98013,48.34954,341,17:39:00,173900,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,2019-05-27,2,Middle,-53.98392,48.35111,29,18:05:00,180500,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,2019-05-27,3,Corner,-53.98381,48.35182,48,18:22:00,182200,Evening 1,5,8 ENE,Cloudy,GR,BL
149.594,A0461,2019-05-28,1,Knoll,-53.98013,48.34954,322.5,10:49:00,104900,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,2019-05-28,2,Rock,-53.98146,48.34948,348,10:58:00,105800,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,2019-05-28,3,Flagging Tape,-53.98401,48.35032,33,11:08:00,110800,Morning 3,4,5 E,Cloudy,GR,BL
149.594,A0461,2019-06-11,1,Knoll,-53.98013,48.34954,358,06:39:00,63900,Morning 2,6,20 NW,Some Clouds,GR,BL
149.594,A0461,2019-06-11,2,Spruce,-53.98246,48.34985,17,06:51:00,65100,Morning 2,6,20 NW,Some Clouds,GR,BL
149.594,A0461,2019-06-11,3,Corner,-53.98381,48.35182,48.5,06:39:00,63900,Morning 2,6,20 NW,Some Clouds,IR,BL
149.594,A0461,2019-06-12,1,Spruce,-53.98246,48.34985,11,05:33:00,53300,Morning 1,6,20 S,Light Rain,GR,BL
149.594,A0461,2019-06-12,2,Middle,-53.98392,48.35111,39.5,05:47:00,54700,Morning 1,6,20 S,Light Rain,GR,BL
149.594,A0461,2019-06-12,3,Corner,-53.98381,48.35182,48,05:28:00,52800,Morning 1,6,20 S,Light Rain,IR,BL
149.594,A0461,2019-06-13,1,Knoll,-53.98013,48.34954,340.5,05:28:00,52800,Morning 1,7,30 SW,Cloudy,GR,BL
149.594,A0461,2019-06-13,2,Spruce,-53.98246,48.34985,10,05:37:00,53700,Morning 1,7,30 SW,Cloudy,GR,BL
149.594,A0461,2019-06-13,3,Corner,-53.98381,48.35182,48,05:34:00,53400,Morning 1,7,30 SW,Cloudy,IR,BL
149.594,A0461,2019-06-14,1,Knoll,-53.98013,48.34954,321,20:19:00,201900,Evening 4,8,20 SE,Some Clouds,GR,BL
149.594,A0461,2019-06-14,2,Spruce,-53.98246,48.34985,353,20:23:00,202300,Evening 4,8,20 SE,Some Clouds,GR,BL
149.594,A0461,2019-06-14,3,Corner,-53.98381,48.35182,46,20:19:00,201900,Evening 4,8,20 SE,Some Clouds,IR,BL
149.594,A0461,2019-06-16,1,Knoll,-53.98013,48.34954,336,19:19:00,191900,Evening 1,11,10 S,Cloudy,GR,BL
149.594,A0461,2019-06-16,2,Rock,-53.98146,48.34948,354,19:46:00,194600,Evening 1,11,10 S,Cloudy,GR,BL
149.594,A0461,2019-06-16,3,Middle,-53.98392,48.35111,37.5,19:37:00,193700,Evening 1,11,10 S,Cloudy,IR,BL
149.594,A0461,2019-06-17,1,Knoll,-53.98013,48.34954,358,05:26:00,52600,Morning 1,7,5 VR,Cloudy,GR,BL
149.594,A0461,2019-06-17,2,Spruce,-53.98246,48.34985,22.5,05:47:00,54700,Morning 1,7,5 VR,Cloudy,GR,BL
149.594,A0461,2019-06-17,3,Corner,-53.98381,48.35182,46,05:27:00,52700,Morning 1,7,5 VR,Cloudy,IR,BL
149.594,A0461,2019-06-18,1,Knoll,-53.98013,48.34954,336.5,19:56:00,195600,Evening 2,10,20 NW,Cloudy,GR,BL
149.594,A0461,2019-06-18,2,Spruce,-53.98246,48.34985,3,20:08:00,200800,Evening 2,10,20 NW,Cloudy,GR,BL
149.594,A0461,2019-06-18,3,Corner,-53.98381,48.35182,44.5,19:56:00,195600,Evening 2,10,20 NW,Cloudy,IR,BL
149.594,A0461,2019-06-19,1,Knoll,-53.98013,48.34954,345.5,06:42:00,64200,Morning 3,7,20 NW,Cloudy,GR,BL
149.594,A0461,2019-06-19,2,Corner,-53.98381,48.35182,35,06:41:00,64100,Morning 3,7,20 NW,Cloudy,IR,BL
149.594,A0461,2019-06-19,3,Squirrel,-53.9848,48.35209,48,06:52:00,65200,Morning 3,7,20 NW,Cloudy,IR,BL
149.594,A0461,2019-06-20,1,Spruce,-53.98246,48.34985,38,10:53:00,105300,Morning 1,11,10 W,Sunny,GR,BL
149.594,A0461,2019-06-20,2,Rock,-53.98146,48.34948,31,10:58:00,105800,Morning 1,11,10 W,Sunny,GR,BL
149.594,A0461,2019-06-20,3,Corner,-53.98381,48.35182,65,10:29:00,102900,Morning 1,11,10 W,Sunny,IR,BL
149.594,A0461,2019-06-21,1,Spruce,-53.98246,48.34985,354,05:36:00,53600,Morning 1,10,10 SE,Cloudy,GR,BL
149.594,A0461,2019-06-21,2,Corner,-53.98381,48.35182,7,05:31:00,53100,Morning 1,10,10 SE,Cloudy,IR,BL
149.594,A0461,2019-06-21,3,Squirrel,-53.9848,48.35209,16.5,05:42:00,54200,Morning 1,10,10 SE,Cloudy,IR,BL
149.594,A0461,2019-06-24,1,Spruce,-53.98246,48.34985,5.5,19:34:00,193400,Evening 2,11,20 SW,Partly Cloudy,GR,BL
149.594,A0461,2019-06-24,2,Rock,-53.98146,48.34948,351.5,19:41:00,194100,Evening 2,11,20 SW,Partly Cloudy,GR,BL
149.594,A0461,2019-06-24,3,Corner,-53.98381,48.35182,33.5,19:42:00,194200,Evening 2,11,20 SW,Partly Cloudy,IR,BL
149.594,A0461,2019-06-25,1,Knoll,-53.98013,48.34954,4,19:57:00,195700,Evening 2,14,15 VR,Cloudy,GR,BL
149.594,A0461,2019-06-25,2,Spruce,-53.98246,48.34985,17,20:00:00,200000,Evening 2,14,15 VR,Cloudy,GR,BL
149.594,A0461,2019-06-25,3,Corner,-53.98381,48.35182,31,19:58:00,195800,Evening 2,14,15 VR,Cloudy,IR,BL
149.594,A0461,2019-06-26,1,Knoll,-53.98013,48.34954,359,05:15:00,51500,Morning 1,8,10 VR,Cloudy,GR,BL
149.594,A0461,2019-06-26,2,Spruce,-53.98246,48.34985,21,05:30:00,53000,Morning 1,8,10 VR,Cloudy,GR,BL
149.594,A0461,2019-06-26,3,Corner,-53.98381,48.35182,50.5,05:21:00,52100,Morning 1,8,10 VR,Cloudy,IR,BL
149.594,A0461,2019-06-27,1,Knoll,-53.98013,48.34954,339,05:52:00,55200,Morning 2,9,10 VR,Partly Cloudy,GR,BL
149.594,A0461,2019-06-27,2,Corner,-53.98381,48.35182,14.5,05:54:00,55400,Morning 2,9,10 VR,Partly Cloudy,IR,BL
149.594,A0461,2019-06-27,3,Squirrel,-53.9848,48.35209,41,06:01:00,60100,Morning 2,9,10 VR,Partly Cloudy,IR,BL
149.594,A0461,2019-06-28,1,Corner,-53.98381,48.35182,49,06:33:00,63300,Morning 3,5,2 NE,Clear,IR,BL
149.594,A0461,2019-06-28,2,Knoll,-53.98013,48.34954,339,06:35:00,63500,Morning 3,5,2 NE,Clear,GR,BL
149.594,A0461,2019-06-28,3,Spruce,-53.98246,48.34985,9,06:43:00,64300,Morning 3,5,2 NE,Clear,GR,BL
149.594,A0461,2019-07-09,1,Spruce,-53.98246,48.34985,43,18:14:00,181400,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,2019-07-09,2,Rock,-53.98146,48.34948,4,18:22:00,182200,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,2019-07-09,3,Flagging Tape,-53.98401,48.35032,71,18:28:00,182800,Evening 2,17,10 W,Partly Cloudy,GR,BL
149.594,A0461,2019-07-13,1,Knoll,-53.98013,48.34954,4.5,19:07:00,190700,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,2019-07-13,2,Spruce,-53.98246,48.34985,48,19:10:00,191000,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,2019-07-13,3,Rock,-53.98146,48.34948,30,19:26:00,192600,Evening 3,18,14 SSW,Cloudy,GR,BL
149.594,A0461,2019-07-22,1,Knoll,-53.98013,48.34954,358,19:12:00,191200,Evening 2,19,13 NW,Partly Cloudy,GR,BL
149.594,A0461,2019-07-22,2,Rock,-53.98146,48.34948,13,19:32:00,193200,Evening 2,19,13 NW,Partly Cloudy,GR,BL
149.594,A0461,2019-07-22,3,Corner,-53.98381,48.35182,56,19:14:00,191400,Evening 2,19,13 NW,Partly Cloudy,IR,BL
149.694,,2019-06-11,1,Knoll,-53.98013,48.34954,319,06:32:00,63200,Morning 2,6,20 NW,Some Clouds,GR,BL
149.694,,2019-06-11,2,Corner,-53.98381,48.35182,355.5,06:32:00,63200,Morning 2,6,20 NW,Some Clouds,IR,BL
149.694,,2019-06-11,3,Squirrel,-53.9848,48.35209,27,06:49:00,64900,Morning 2,6,20 NW,Some Clouds,IR,BL
150.032,A2067,2019-06-11,1,Knoll,-53.98013,48.34954,266,05:30:00,53000,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,2019-06-11,2,Flagging Tape,-53.98401,48.35032,240,06:00:00,60000,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,2019-06-11,3,Middle,-53.98392,48.35111,230.5,06:18:00,61800,Morning 1,5,20 NW,Clear,GR,BL
150.032,A2067,2019-06-12,1,Corner,-53.98381,48.35182,245.5,07:04:00,70400,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,2019-06-12,2,Top,-53.98657,48.35251,208,07:17:00,71700,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,2019-06-12,3,Squirrel,-53.9848,48.35209,230.5,07:26:00,72600,Morning 3,8,20 S,Overcast,IR,BL
150.032,A2067,2019-06-13,1,Knoll,-53.98013,48.34954,176,19:42:00,194200,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-13,2,Spruce,-53.98246,48.34985,144,19:14:00,191400,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-13,3,Rock,-53.98146,48.34948,152,19:35:00,193500,Evening 1,8,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-14,1,Knoll,-53.98013,48.34954,220,19:47:00,194700,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,2019-06-14,2,Spruce,-53.98246,48.34985,160,19:57:00,195700,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,2019-06-14,3,Flagging Tape,-53.98401,48.35032,149,20:42:00,204200,Evening 3,10,20 SE,Some Clouds,GR,BL
150.032,A2067,2019-06-16,1,Spruce,-53.98246,48.34985,249,14:18:00,141800,Afternoon 2,14,15 SE,Some Clouds,GR,BL
150.032,A2067,2019-06-16,2,Rock,-53.98146,48.34948,254.5,14:30:00,143000,Afternoon 2,14,15 SE,Some Clouds,GR,BL
150.032,A2067,2019-06-16,3,Middle,-53.98392,48.35111,236,14:19:00,141900,Afternoon 2,14,15 SE,Some Clouds,IR,BL
150.032,A2067,2019-06-17,1,Knoll,-53.98013,48.34954,250,05:30:00,53000,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-17,2,Spruce,-53.98246,48.34985,238,05:44:00,54400,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-17,3,Corner,-53.98381,48.35182,199.5,05:30:00,53000,Morning 1,7,5 VR,Cloudy,IR,BL
150.032,A2067,2019-06-18,1,Knoll,-53.98013,48.34954,249,05:25:00,52500,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-18,2,Spruce,-53.98246,48.34985,229,05:43:00,54300,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-18,3,Flagging Tape,-53.98401,48.35032,209,06:07:00,60700,Morning 1,7,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-19,1,Knoll,-53.98013,48.34954,149,07:02:00,70200,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-19,2,Spruce,-53.98246,48.34985,123,07:25:00,72500,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-19,3,Rock,-53.98146,48.34948,124.5,07:29:00,72900,Morning 4,7,20 NW,Cloudy,GR,BL
150.032,A2067,2019-06-20,1,Knoll,-53.98013,48.34954,328,20:07:00,200700,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-20,2,Spruce,-53.98246,48.34985,91,20:11:00,201100,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-20,3,Rock,-53.98146,48.34948,71,20:28:00,202800,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-21,1,Knoll,-53.98013,48.34954,264,05:59:00,55900,Morning 2,9,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-21,2,Rock,-53.98146,48.34948,265,06:25:00,62500,Morning 2,9,5 VR,Cloudy,GR,BL
150.032,A2067,2019-06-21,3,Flagging Tape,-53.98401,48.35032,213,06:34:00,63400,Morning 2,9,5 VR,Cloudy,IR,BL
150.032,A2067,2019-06-25,1,Rock,-53.98146,48.34948,264,19:48:00,194800,Evening 1,15,20 N,Cloudy,GR,BL
150.032,A2067,2019-06-25,2,Middle,-53.98392,48.35111,239.5,19:42:00,194200,Evening 1,15,20 N,Cloudy,IR,BL
150.032,A2067,2019-06-25,3,Squirrel,-53.9848,48.35209,221.5,19:48:00,194800,Evening 1,15,20 N,Cloudy,IR,BL
150.032,A2067,2019-06-26,1,Spruce,-53.98246,48.34985,226,19:03:00,190300,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,2019-06-26,2,Rock,-53.98146,48.34948,247,19:26:00,192600,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,2019-06-26,3,Flagging Tape,-53.98401,48.35032,195,19:34:00,193400,Evening 1,15,10 VR,Sunny,GR,BL
150.032,A2067,2019-06-27,1,Knoll,-53.98013,48.34954,240,19:48:00,194800,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-27,2,Spruce,-53.98246,48.34985,210.5,19:55:00,195500,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-27,3,Rock,-53.98146,48.34948,232.5,20:07:00,200700,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.032,A2067,2019-06-28,1,Spruce,-53.98246,48.34985,243,06:09:00,60900,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,2019-06-28,2,Rock,-53.98146,48.34948,256,06:15:00,61500,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,2019-06-28,3,Flagging Tape,-53.98401,48.35032,224,06:24:00,62400,Morning 2,5,2 NNW,Cloudy,GR,BL
150.032,A2067,2019-07-13,1,Knoll,-53.98013,48.34954,232,18:39:00,183900,Evening 2,18,14 SSW,Cloudy,GR,BL
150.032,A2067,2019-07-13,2,Rock,-53.98146,48.34948,183,18:51:00,185100,Evening 2,18,14 SSW,Cloudy,GR,BL
150.032,A2067,2019-07-13,3,Spruce,-53.98246,48.34985,131,18:47:00,184700,Evening 2,18,14 SSW,Cloudy,GR,BL
150.032,A2067,2019-07-22,1,Knoll,-53.98013,48.34954,249,18:46:00,184600,Evening 1,19,13 NW,Partly Cloudy,GR,BL
150.032,A2067,2019-07-22,2,Spruce,-53.98246,48.34985,219,18:58:00,185800,Evening 1,19,13 NW,Partly Cloudy,GR,BL
150.032,A2067,2019-07-22,3,Rock,-53.98146,48.34948,243,19:06:00,190600,Evening 1,19,13 NW,Partly Cloudy,GR,BL
150.032,A2067,2019-07-29,1,Spruce,-53.98246,48.34985,238,20:41:00,204100,Evening 4,20,16 SSW,Clear,GR,BL
150.032,A2067,2019-07-29,2,Rock,-53.98146,48.34948,259,20:56:00,205600,Evening 4,20,16 SSW,Clear,GR,BL
150.032,A2067,2019-07-29,3,Middle,-53.98392,48.35111,204,20:52:00,205200,Evening 4,20,16 SSW,Clear,IR,BL
150.032,A2067,2019-08-26,1,Corner,-53.98381,48.35182,214.5,17:30:00,173000,Evening 1,22,3 E,Sunny,IR,BL
150.032,A2067,2019-08-26,2,Middle,-53.98392,48.35111,223,17:37:00,173700,Evening 1,22,3 E,Sunny,IR,BL
150.032,A2067,2019-08-26,3,Rock,-53.98146,48.34948,261,17:38:00,173800,Evening 1,22,3 E,Sunny,GR,BL
150.032,A2067,2019-08-27,1,Corner,-53.98381,48.35182,230,06:35:00,63500,Morning 1,11,5 SW,Clear,IR,BL
150.032,A2067,2019-08-27,2,Middle,-53.98392,48.35111,241,06:47:00,64700,Morning 1,11,5 SW,Clear,IR,BL
150.032,A2067,2019-08-27,3,Rock,-53.98146,48.34948,261,06:47:00,64700,Morning 1,11,5 SW,Clear,GR,BL
150.032,A2067,2019-08-28,1,Middle,-53.98392,48.35111,237,11:37:00,113700,Morning 1,14,7 SE,Overcast,IR,BL
150.032,A2067,2019-08-28,2,Squirrel,-53.9848,48.35209,217,11:55:00,115500,Morning 1,14,7 SE,Overcast,IR,BL
150.032,A2067,2019-08-28,3,Rock,-53.98146,48.34948,259,11:42:00,114200,Morning 1,14,7 SE,Overcast,GR,BL
150.032,A2067,2019-08-29,1,Spruce,-53.98246,48.34985,233,19:06:00,190600,Evening 1,12,5 SSE,Overcast,GR,BL
150.032,A2067,2019-08-29,2,Rock,-53.98146,48.34948,254,19:12:00,191200,Evening 1,12,5 SSE,Overcast,GR,BL
150.032,A2067,2019-08-29,3,Flagging Tape,-53.98401,48.35032,213,19:24:00,192400,Evening 1,12,5 SSE,Overcast,GR,BL
150.032,A2067,2019-08-30,1,Squirrel,-53.9848,48.35209,233.5,11:04:00,110400,Morning 2,13,13 SSW,Overcast,IR,BL
150.032,A2067,2019-08-30,2,Top,-53.98657,48.35251,219.5,11:10:00,111000,Morning 2,13,13 SSW,Overcast,IR,BL
150.032,A2067,2019-08-30,3,Rock,-53.98146,48.34948,266,10:52:00,105200,Morning 2,13,13 SSW,Overcast,GR,BL
150.032,A2067,2019-08-31,1,Corner,-53.98381,48.35182,212.5,06:38:00,63800,Morning 1,16,12 WSW,Clear,IR,BL
150.032,A2067,2019-08-31,2,Knoll,-53.98013,48.34954,250,06:24:00,62400,Morning 1,16,12 WSW,Clear,GR,BL
150.032,A2067,2019-08-31,3,Spruce,-53.98246,48.34985,234,06:39:00,63900,Morning 1,16,12 WSW,Clear,GR,BL
150.032,A2067,2019-09-01,1,Spruce,-53.98246,48.34985,229,08:22:00,82200,Morning 1,12,14 SW,Sunny,GR,BL
150.032,A2067,2019-09-01,2,Rock,-53.98146,48.34948,263,08:32:00,83200,Morning 1,12,14 SW,Sunny,GR,BL
150.032,A2067,2019-09-01,3,Flagging Tape,-53.98401,48.35032,199,08:42:00,84200,Morning 1,12,14 SW,Sunny,GR,BL
150.052,A1658,2019-06-11,1,Rock,-53.98146,48.34948,293.5,19:34:00,193400,Evening 1,13,10 NW,Sunny,GR,BL
150.052,A1658,2019-06-11,2,Corner,-53.98381,48.35182,235.5,19:14:00,191400,Evening 1,13,10 NW,Sunny,IR,BL
150.052,A1658,2019-06-11,3,Middle,-53.98392,48.35111,268.5,19:25:00,192500,Evening 1,13,10 NW,Sunny,IR,BL
150.052,A1658,2019-06-12,1,Corner,-53.98381,48.35182,229,07:33:00,73300,Morning 4,8,20 S,Overcast,IR,BL
150.052,A1658,2019-06-12,2,Spruce,-53.98246,48.34985,298,07:54:00,75400,Morning 4,8,20 S,Overcast,GR,BL
150.052,A1658,2019-06-12,3,Middle,-53.98392,48.35111,248,07:49:00,74900,Morning 4,8,20 S,Overcast,IR,BL
150.052,A1658,2019-06-13,1,Knoll,-53.98013,48.34954,286,06:12:00,61200,Morning 2,7,20 SW,Cloudy,GR,BL
150.052,A1658,2019-06-13,2,Corner,-53.98381,48.35182,258.5,06:14:00,61400,Morning 2,7,20 SW,Cloudy,IR,BL
150.052,A1658,2019-06-13,3,Squirrel,-53.9848,48.35209,252,06:22:00,62200,Morning 2,7,20 SW,Cloudy,IR,BL
150.052,A1658,2019-06-14,1,Knoll,-53.98013,48.34954,299,18:45:00,184500,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.052,A1658,2019-06-14,2,Spruce,-53.98246,48.34985,316,18:59:00,185900,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.052,A1658,2019-06-14,3,Corner,-53.98381,48.35182,242.5,18:46:00,184600,Evening 1,10,20 SE,Mostly Cloudy,IR,BL
150.052,A1658,2019-06-16,1,Knoll,-53.98013,48.34954,289,19:22:00,192200,Evening 1,11,10 S,Cloudy,GR,BL
150.052,A1658,2019-06-16,2,Corner,-53.98381,48.35182,222.5,19:23:00,192300,Evening 1,11,10 S,Cloudy,IR,BL
150.052,A1658,2019-06-16,3,Middle,-53.98392,48.35111,250.5,19:39:00,193900,Evening 1,11,10 S,Cloudy,IR,BL
150.052,A1658,2019-06-18,1,Knoll,-53.98013,48.34954,291,06:24:00,62400,Morning 2,7,5 VR,Cloudy,GR,BL
150.052,A1658,2019-06-18,2,Spruce,-53.98246,48.34985,303,06:34:00,63400,Morning 2,7,5 VR,Cloudy,GR,BL
150.052,A1658,2019-06-18,3,Corner,-53.98381,48.35182,232.5,06:19:00,61900,Morning 2,7,5 VR,Cloudy,IR,BL
150.052,A1658,2019-06-19,1,Corner,-53.98381,48.35182,242,06:08:00,60800,Morning 2,6,10 W,Cloudy,IR,BL
150.052,A1658,2019-06-19,2,Squirrel,-53.9848,48.35209,237.5,06:16:00,61600,Morning 2,6,10 W,Cloudy,IR,BL
150.052,A1658,2019-06-19,3,Middle,-53.98392,48.35111,249,06:28:00,62800,Morning 2,6,10 W,Cloudy,IR,BL
150.052,A1658,2019-06-20,1,Spruce,-53.98246,48.34985,276,11:40:00,114000,Morning 2,14,10 W,Sunny,GR,BL
150.052,A1658,2019-06-20,2,Rock,-53.98146,48.34948,283,11:45:00,114500,Morning 2,14,10 W,Sunny,GR,BL
150.052,A1658,2019-06-20,3,Corner,-53.98381,48.35182,242.5,11:20:00,112000,Morning 2,14,10 W,Sunny,IR,BL
150.052,A1658,2019-06-21,1,Knoll,-53.98013,48.34954,298,18:30:00,183000,Evening 2,13,20 SE,Drizzling,GR,BL
150.052,A1658,2019-06-21,2,Corner,-53.98381,48.35182,235.5,18:30:00,183000,Evening 2,13,20 SE,Drizzling,IR,BL
150.052,A1658,2019-06-21,3,Squirrel,-53.9848,48.35209,208,18:39:00,183900,Evening 2,13,20 SE,Drizzling,IR,BL
150.052,A1658,2019-06-24,1,Top,-53.98657,48.35251,221.5,20:28:00,202800,Evening 4,10,10 NW,Partly Cloudy,IR,BL
150.052,A1658,2019-06-24,2,Squirrel,-53.9848,48.35209,248.5,20:37:00,203700,Evening 4,10,10 NW,Partly Cloudy,IR,BL
150.052,A1658,2019-06-24,3,Corner,-53.98381,48.35182,259,20:54:00,205400,Evening 4,10,10 NW,Partly Cloudy,IR,BL
150.052,A1658,2019-06-25,1,Knoll,-53.98013,48.34954,294.5,05:48:00,54800,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.052,A1658,2019-06-25,2,Rock,-53.98146,48.34948,300.5,06:12:00,61200,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.052,A1658,2019-06-25,3,Middle,-53.98392,48.35111,285,06:13:00,61300,Morning 2,7,15 NW,Mostly Cloudy,IR,BL
150.052,A1658,2019-06-26,1,Spruce,-53.98246,48.34985,279,19:05:00,190500,Evening 1,15,10 VR,Sunny,GR,BL
150.052,A1658,2019-06-26,2,Rock,-53.98146,48.34948,282,19:25:00,192500,Evening 1,15,10 VR,Sunny,GR,BL
150.052,A1658,2019-06-26,3,Corner,-53.98381,48.35182,232,19:07:00,190700,Evening 1,15,10 VR,Sunny,IR,BL
150.052,A1658,2019-06-27,1,Rock,-53.98146,48.34948,273,19:38:00,193800,Evening 1,15,9 NE,Partly Cloudy,GR,BL
150.052,A1658,2019-06-27,2,Corner,-53.98381,48.35182,220,19:20:00,192000,Evening 1,15,9 NE,Partly Cloudy,IR,BL
150.052,A1658,2019-06-27,3,Squirrel,-53.9848,48.35209,204.5,19:30:00,193000,Evening 1,15,9 NE,Partly Cloudy,IR,BL
150.052,A1658,2019-06-28,1,Corner,-53.98381,48.35182,245.5,05:27:00,52700,Morning 1,5,3 NNW,Cloudy,IR,BL
150.052,A1658,2019-06-28,2,Squirrel,-53.9848,48.35209,224.5,05:57:00,55700,Morning 1,5,3 NNW,Cloudy,IR,BL
150.052,A1658,2019-06-28,3,Spruce,-53.98246,48.34985,282,05:36:00,53600,Morning 1,5,3 NNW,Cloudy,GR,BL
150.052,A1658,2019-07-09,1,Knoll,-53.98013,48.34954,251,17:21:00,172100,Evening 1,19,15 NW,Partly Cloudy,GR,BL
150.052,A1658,2019-07-09,2,Spruce,-53.98246,48.34985,241,17:39:00,173900,Evening 1,19,15 NW,Partly Cloudy,GR,BL
150.052,A1658,2019-07-09,3,Corner,-53.98381,48.35182,208,17:24:00,172400,Evening 1,19,15 NW,Partly Cloudy,IR,BL
